product,category,avg_price,nb_concurrents,nb_occurrences,cat_total_products,cat_avg_price,cat_nb_concurrents,feat_cat_popularity,feat_price_distance,feat_occurrence_score,feat_concurrent_coverage,predicted_category,confidence_score,correct_prediction,cat_score,feat_price_attractiveness,product_score,niveau_recommandation
a-masque hibiscus,cosmetiques et soins,48.0,1,1,193,24.965803108808288,1,0.39549180327868855,0.9226298816894474,1.0,1.0,cosmetiques et soins,0.92,True,0.4382109793419082,0.5201209080976538,0.6665676998631929,Priorite moyenne
a-table la grande sofia,arts de la table,120.0,1,1,310,67.45709677419354,2,0.6352459016393442,0.7789084463978722,1.0,1.0,arts de la table,0.51,True,0.6118659359007829,0.5621424767670923,0.6662160849364582,Priorite moyenne
a-soin lifting,cosmetiques et soins,80.0,1,1,193,24.965803108808288,1,0.39549180327868855,2.2043831094458866,1.0,1.0,cosmetiques et soins,0.96,True,0.4382109793419082,0.31207254745919677,0.66616528183127,Priorite moyenne
a-gel anti-inflammatoire,cosmetiques et soins,45.0,1,1,193,24.965803108808288,1,0.39549180327868855,0.8024655165872813,1.0,1.0,cosmetiques et soins,0.91,True,0.4382109793419082,0.5547956345336146,0.6658014361849909,Priorite moyenne
q-natural tunisian handmade couffin with black design,accessories,171.6,1,1,154,101.48167532467532,1,0.3155737704918033,0.6909456683686587,1.0,1.0,accessories,0.95,True,0.45199896284744645,0.5913850567208057,0.6657836957886348,Priorite moyenne
q-big box with natural fiber halfa tunisian artisanal,accessories,31.2,1,1,154,101.48167532467532,1,0.3155737704918033,0.6925553249615202,1.0,1.0,accessories,0.95,True,0.45199896284744645,0.5908226367860293,0.6657555747918961,Priorite moyenne
q-tunisian handmade palm fiber basket,accessories,28.08,1,1,154,101.48167532467532,1,0.3155737704918033,0.7232997914799686,1.0,1.0,accessories,0.95,True,0.45199896284744645,0.5802820872746701,0.6652285473163281,Priorite moyenne
q-kilim abstract grey yellow,rugs & kilim,99.84,1,1,130,236.3099076923077,1,0.26639344262295084,0.577503958456525,1.0,1.0,rugs & kilim,0.84,True,0.5672412027267326,0.6339128308612478,0.6651466908856722,Priorite moyenne
q-tunisian handicrafts margoum with line,rugs & kilim,187.2,1,1,130,236.3099076923077,1,0.26639344262295084,0.20781992580874928,1.0,1.0,rugs & kilim,0.8,True,0.5672412027267326,0.8279379886288974,0.6648479487740548,Priorite moyenne
q-box with natural fiber halfa tunisian artisanal product,accessories,24.96,1,1,154,101.48167532467532,1,0.3155737704918033,0.754044257998417,1.0,1.0,accessories,0.95,True,0.45199896284744645,0.5701110422043311,0.6647199950628111,Priorite moyenne
a-kit soins cheveux,cosmetiques et soins,75.0,1,1,193,24.965803108808288,1,0.39549180327868855,2.0041091676089433,1.0,1.0,cosmetiques et soins,0.95,True,0.4382109793419082,0.3328773836790787,0.664705523642264,Priorite moyenne
q-beige rugs with black triangle,rugs & kilim,118.56,1,1,130,236.3099076923077,1,0.26639344262295084,0.4982859514605731,1.0,1.0,rugs & kilim,0.83,True,0.5672412027267326,0.6674293375207654,0.6643225162186482,Priorite moyenne
q-handmade tunsian fiber bag with brown hand,accessories,68.64,1,1,154,101.48167532467532,1,0.3155737704918033,0.3236217267401391,1.0,1.0,accessories,0.91,True,0.45199896284744645,0.7555028599166578,0.6639895859484274,Priorite moyenne
a-barre de savon huile d'olive,cosmetiques et soins,15.0,1,1,193,24.965803108808288,1,0.39549180327868855,0.39917813443438066,1.0,1.0,cosmetiques et soins,0.87,True,0.4382109793419082,0.7147052797564273,0.6637969184461315,Priorite moyenne
q-decorated rectangular dish,handcrafted ceramics,21.84,1,1,262,31.49497709923664,1,0.5368852459016393,0.30655608233207987,1.0,1.0,handcrafted ceramics,0.65,True,0.5186972272492326,0.7653708964525227,0.6637547621777237,Priorite moyenne
a-coffret eaux de bain,cosmetiques et soins,35.0,1,1,193,24.965803108808288,1,0.39549180327868855,0.40191763291339394,1.0,1.0,cosmetiques et soins,0.87,True,0.4382109793419082,0.7133086684428462,0.6637270878804525,Priorite moyenne
q-big palm fiber storage box,accessories,46.8,1,1,154,101.48167532467532,1,0.3155737704918033,0.5388329923692781,1.0,1.0,accessories,0.93,True,0.45199896284744645,0.6498430986070431,0.6637065978829467,Priorite moyenne
q-set of 3 diamond rugs for bedroom,rugs & kilim,280.8,1,1,130,236.3099076923077,1,0.26639344262295084,0.18827010917101064,1.0,1.0,rugs & kilim,0.79,True,0.5672412027267326,0.8415595008929778,0.6630290243872589,Priorite moyenne
a-crème visage de nuit,cosmetiques et soins,56.5,1,1,193,24.965803108808288,1,0.39549180327868855,1.2630955828122516,1.0,1.0,cosmetiques et soins,0.92,True,0.4382109793419082,0.4418726312731975,0.66265528602197,Priorite moyenne
a-eau de parfum,cosmetiques et soins,39.0,1,1,193,24.965803108808288,1,0.39549180327868855,0.5621367863829488,1.0,1.0,cosmetiques et soins,0.88,True,0.4382109793419082,0.6401488068887047,0.6625690948027454,Priorite moyenne
a-masque hydra,cosmetiques et soins,65.0,1,1,193,24.965803108808288,1,0.39549180327868855,1.603561283935056,1.0,1.0,cosmetiques et soins,0.93,True,0.4382109793419082,0.3840892880726,0.6622661188619402,Priorite moyenne
a-scrub,cosmetiques et soins,3.0,1,1,193,24.965803108808288,1,0.39549180327868855,0.8798355948430454,1.0,1.0,cosmetiques et soins,0.9,True,0.4382109793419082,0.5319614134040769,0.662159725128514,Priorite moyenne
q-tunisian handicrafts margoum red and white,rugs & kilim,414.48,1,1,130,236.3099076923077,1,0.26639344262295084,0.7539679283600522,1.0,1.0,rugs & kilim,0.84,True,0.5672412027267326,0.5701358524468535,0.6619578419649526,Priorite moyenne
q-tunisian handicrafts margoum grey classic,rugs & kilim,414.48,1,1,130,236.3099076923077,1,0.26639344262295084,0.7539679283600522,1.0,1.0,rugs & kilim,0.84,True,0.5672412027267326,0.5701358524468535,0.6619578419649526,Priorite moyenne
a-soin complet cheveux,cosmetiques et soins,68.0,1,1,193,24.965803108808288,1,0.39549180327868855,1.723725649037222,1.0,1.0,cosmetiques et soins,0.93,True,0.4382109793419082,0.3671441726715311,0.6614188630918868,Priorite moyenne
q-fiber and glass pitcher,accessories,46.8,1,1,154,101.48167532467532,1,0.3155737704918033,0.5388329923692781,1.0,1.0,accessories,0.92,True,0.45199896284744645,0.6498430986070431,0.6612065978829468,Priorite moyenne
q-fiber and leather handmade pouch with blue color,accessories,15.6,1,1,154,101.48167532467532,1,0.3155737704918033,0.8462776575537623,1.0,1.0,accessories,0.94,True,0.45199896284744645,0.5416303424940735,0.6607959600772981,Priorite moyenne
q-palm fiber storage box,accessories,31.2,1,1,154,101.48167532467532,1,0.3155737704918033,0.6925553249615202,1.0,1.0,accessories,0.93,True,0.45199896284744645,0.5908226367860293,0.6607555747918961,Priorite moyenne
a-soin anti-rides,cosmetiques et soins,100.0,1,1,193,24.965803108808288,1,0.39549180327868855,3.0054788767936613,1.0,1.0,cosmetiques et soins,0.95,True,0.4382109793419082,0.24965803859150248,0.6605445563878852,Priorite moyenne
a-eau de senteur,cosmetiques et soins,50.0,1,1,193,24.965803108808288,1,0.39549180327868855,1.0027394584242248,1.0,1.0,cosmetiques et soins,0.9,True,0.4382109793419082,0.4993160721898443,0.6605274580678023,Priorite moyenne
q-olive wood large bowl smooth,accessories,99.84,1,1,154,101.48167532467532,1,0.3155737704918033,0.016177061555654897,1.0,1.0,accessories,0.85,True,0.45199896284744645,0.9840804696664874,0.660418466435919,Priorite moyenne
q-handmade palm fiber saucer,accessories,12.48,1,1,154,101.48167532467532,1,0.3155737704918033,0.8770221240722106,1.0,1.0,accessories,0.94,True,0.45199896284744645,0.5327587710210331,0.6603523815036462,Priorite moyenne
q-tunisian handmade palm fiber and leather bag with small brown hand,accessories,93.6,1,1,154,101.48167532467532,1,0.3155737704918033,0.07766599459255183,1.0,1.0,accessories,0.86,True,0.45199896284744645,0.9279312932000643,0.6601110076125978,Priorite moyenne
q-basket woven with fiber,accessories,37.44,1,1,154,101.48167532467532,1,0.3155737704918033,0.6310663919246233,1.0,1.0,accessories,0.92,True,0.45199896284744645,0.6130958279509526,0.6593692343501423,Priorite moyenne
q-natural handmade hat with red design,accessories,78.0,1,1,154,101.48167532467532,1,0.3155737704918033,0.23138832718479385,1.0,1.0,accessories,0.88,True,0.45199896284744645,0.812091505111312,0.6593190182081602,Priorite moyenne
a-crème trésor d'abeille,cosmetiques et soins,40.0,1,1,193,24.965803108808288,1,0.39549180327868855,0.6021915747503376,1.0,1.0,cosmetiques et soins,0.87,True,0.4382109793419082,0.6241450871165801,0.6592689088141392,Priorite moyenne
q-set of handpainted ceramics,handcrafted ceramics,15.6,1,1,262,31.49497709923664,1,0.5368852459016393,0.5046829068797446,1.0,1.0,handcrafted ceramics,0.65,True,0.5186972272492326,0.6645918521621917,0.6587158099632071,Priorite moyenne
q-decorative plate home deco painted in tunisia,handcrafted ceramics,15.6,1,1,262,31.49497709923664,1,0.5368852459016393,0.5046829068797446,1.0,1.0,handcrafted ceramics,0.65,True,0.5186972272492326,0.6645918521621917,0.6587158099632071,Priorite moyenne
q-moroccan tajine– makroudh rouge,handcrafted ceramics,76.44,1,1,262,31.49497709923664,1,0.5368852459016393,1.4270536324599863,1.0,1.0,handcrafted ceramics,0.7,True,0.5186972272492326,0.4120222094088753,0.6585873278255414,Priorite moyenne
q-series of 3 arabesque rugs for bedroom,rugs & kilim,280.8,1,1,130,236.3099076923077,1,0.26639344262295084,0.18827010917101064,1.0,1.0,rugs & kilim,0.77,True,0.5672412027267326,0.8415595008929778,0.6580290243872589,Priorite moyenne
a-crème visage,cosmetiques et soins,46.0,1,1,193,24.965803108808288,1,0.39549180327868855,0.84252030495467,1.0,1.0,cosmetiques et soins,0.88,True,0.4382109793419082,0.5427348601320311,0.6576983974649117,Priorite moyenne
q-handmade tunisian fiber and leather brown pouch,accessories,68.64,1,1,154,101.48167532467532,1,0.3155737704918033,0.3236217267401391,1.0,1.0,accessories,0.88,True,0.45199896284744645,0.7555028599166578,0.6564895859484274,Priorite moyenne
q-grey and white tunisian margoum,rugs & kilim,180.96,1,1,130,236.3099076923077,1,0.26639344262295084,0.23422592814073318,1.0,1.0,rugs & kilim,0.77,True,0.5672412027267326,0.8102244307137701,0.6564622708782984,Priorite moyenne
a-huile de pépins de figue de barbarie bio,cosmetiques et soins,79.0,1,1,193,24.965803108808288,1,0.39549180327868855,2.1643283210784983,1.0,1.0,cosmetiques et soins,0.92,True,0.4382109793419082,0.31602283282006904,0.6563627960993136,Priorite moyenne
a-soins caviar royal,cosmetiques et soins,120.0,1,1,193,24.965803108808288,1,0.39549180327868855,3.806574644141436,1.0,1.0,cosmetiques et soins,0.94,True,0.4382109793419082,0.208048365839666,0.6559640727502934,Priorite moyenne
"a-lot ""spa chez soi""",cosmetiques et soins,97.3,1,1,193,24.965803108808288,1,0.39549180327868855,2.8973309482017116,1.0,1.0,cosmetiques et soins,0.93,True,0.4382109793419082,0.2565858566518236,0.6558909472909014,Priorite moyenne
q-red and orange berber kesra carpet sample,accessories,62.4,1,1,154,101.48167532467532,1,0.3155737704918033,0.38511065977703596,1.0,1.0,accessories,0.88,True,0.45199896284744645,0.7219639766262228,0.6548126417839057,Priorite moyenne
q-light orange halfa rug,rugs & kilim,62.4,1,1,130,236.3099076923077,1,0.26639344262295084,0.735939972448429,1.0,1.0,rugs & kilim,0.81,True,0.5672412027267326,0.5760567852986103,0.6547538886075405,Priorite moyenne
a-soin elixir jeunesse,cosmetiques et soins,52.0,1,1,193,24.965803108808288,1,0.39549180327868855,1.0828490351590023,1.0,1.0,cosmetiques et soins,0.88,True,0.4382109793419082,0.48011160824416693,0.6545672348705185,Priorite moyenne
q-olive wood round cutting board with handle,accessories,49.14,1,1,154,101.48167532467532,1,0.3155737704918033,0.5157746424804417,1.0,1.0,accessories,0.89,True,0.45199896284744645,0.65972867732078,0.6542008768186336,Priorite moyenne
q-fair trade handmade brown hat,accessories,46.8,1,1,154,101.48167532467532,1,0.3155737704918033,0.5388329923692781,1.0,1.0,accessories,0.89,True,0.45199896284744645,0.6498430986070431,0.6537065978829467,Priorite moyenne
q-palm fiber tote bag and handbag daily use,accessories,171.6,1,1,154,101.48167532467532,1,0.3155737704918033,0.6909456683686587,1.0,1.0,accessories,0.9,True,0.45199896284744645,0.5913850567208057,0.6532836957886349,Priorite moyenne
q-handwoven green blanket with fringe,accessories,171.6,1,1,154,101.48167532467532,1,0.3155737704918033,0.6909456683686587,1.0,1.0,accessories,0.9,True,0.45199896284744645,0.5913850567208057,0.6532836957886349,Priorite moyenne
q-wood handmade fiber basket,accessories,62.4,1,1,154,101.48167532467532,1,0.3155737704918033,0.38511065977703596,1.0,1.0,accessories,0.87,True,0.45199896284744645,0.7219639766262228,0.6523126417839057,Priorite moyenne
q-handmade ring fiber basket,accessories,24.96,1,1,154,101.48167532467532,1,0.3155737704918033,0.754044257998417,1.0,1.0,accessories,0.9,True,0.45199896284744645,0.5701110422043311,0.6522199950628111,Priorite moyenne
a-coffret soins,cosmetiques et soins,75.0,1,1,193,24.965803108808288,1,0.39549180327868855,2.0041091676089433,1.0,1.0,cosmetiques et soins,0.9,True,0.4382109793419082,0.3328773836790787,0.652205523642264,Priorite moyenne
q-tunisian handicrafts margoum geometric design,rugs & kilim,414.48,1,1,130,236.3099076923077,1,0.26639344262295084,0.7539679283600522,1.0,1.0,rugs & kilim,0.8,True,0.5672412027267326,0.5701358524468535,0.6519578419649527,Priorite moyenne
q-handmade tepsi tray & wall decor,handcrafted ceramics,54.6,1,1,262,31.49497709923664,1,0.5368852459016393,0.7336097465431599,1.0,1.0,handcrafted ceramics,0.64,True,0.5186972272492326,0.5768310901539477,0.6518277718627951,Priorite moyenne
a-parfum floral chypré,cosmetiques et soins,79.0,1,1,193,24.965803108808288,1,0.39549180327868855,2.1643283210784983,1.0,1.0,cosmetiques et soins,0.9,True,0.4382109793419082,0.31602283282006904,0.6513627960993136,Priorite moyenne
q-tepsi – zarbia,handcrafted ceramics,15.6,1,1,262,31.49497709923664,1,0.5368852459016393,0.5046829068797446,1.0,1.0,handcrafted ceramics,0.62,True,0.5186972272492326,0.6645918521621917,0.6512158099632072,Priorite moyenne
q-simple & modern set of ceramics products,handcrafted ceramics,15.6,1,1,262,31.49497709923664,1,0.5368852459016393,0.5046829068797446,1.0,1.0,handcrafted ceramics,0.62,True,0.5186972272492326,0.6645918521621917,0.6512158099632072,Priorite moyenne
q-kilim with bright colors,rugs & kilim,299.52,1,1,130,236.3099076923077,1,0.26639344262295084,0.26748811616696244,1.0,1.0,rugs & kilim,0.75,True,0.5672412027267326,0.7889620322627727,0.6503991509557485,Priorite moyenne
"q-olive wood large round spoon 30 cm / 12""",accessories,10.92,1,1,154,101.48167532467532,1,0.3155737704918033,0.8923943573314349,1.0,1.0,accessories,0.9,True,0.45199896284744645,0.5284310831544397,0.6501359971103166,Priorite moyenne
q-blue and grey striped carpet,accessories,140.4,1,1,154,101.48167532467532,1,0.3155737704918033,0.38350100318417457,1.0,1.0,accessories,0.86,True,0.45199896284744645,0.7228039572782861,0.6498546408165089,Priorite moyenne
q-square turquoise and orange carpet from kesra artisans,accessories,62.4,1,1,154,101.48167532467532,1,0.3155737704918033,0.38511065977703596,1.0,1.0,accessories,0.86,True,0.45199896284744645,0.7219639766262228,0.6498126417839057,Priorite moyenne
q-red margoum rug - tunisian handmade,rugs & kilim,414.48,1,1,130,236.3099076923077,1,0.26639344262295084,0.7539679283600522,1.0,1.0,rugs & kilim,0.79,True,0.5672412027267326,0.5701358524468535,0.6494578419649526,Priorite moyenne
q-tunisian handmade koffa with purple color,accessories,78.0,1,1,154,101.48167532467532,1,0.3155737704918033,0.23138832718479385,1.0,1.0,accessories,0.84,True,0.45199896284744645,0.812091505111312,0.6493190182081602,Priorite moyenne
q-amazigh berber geometric kilim rug white and pink,rugs & kilim,390.0,1,1,130,236.3099076923077,1,0.26639344262295084,0.6503751499807303,1.0,1.0,rugs & kilim,0.78,True,0.5672412027267326,0.6059228412471406,0.648747191404967,Priorite moyenne
a-eau de muguet,cosmetiques et soins,54.0,1,1,193,24.965803108808288,1,0.39549180327868855,1.1629586118937798,1.0,1.0,cosmetiques et soins,0.86,True,0.4382109793419082,0.46232969715701094,0.6486781393161607,Priorite moyenne
q-colorful geometric pattern small carpet.,rugs & kilim,402.48,1,1,130,236.3099076923077,1,0.26639344262295084,0.7031871546446984,1.0,1.0,rugs & kilim,0.78,True,0.5672412027267326,0.5871345361388719,0.6478077761495535,Priorite moyenne
q-berber carpet sample made by women artisans,accessories,62.4,1,1,154,101.48167532467532,1,0.3155737704918033,0.38511065977703596,1.0,1.0,accessories,0.85,True,0.45199896284744645,0.7219639766262228,0.6473126417839057,Priorite moyenne
q-natural tunisian handmade basket with a wool lines,accessories,171.6,1,1,154,101.48167532467532,1,0.3155737704918033,0.6909456683686587,1.0,1.0,accessories,0.87,True,0.45199896284744645,0.5913850567208057,0.6457836957886348,Priorite moyenne
q-handmade palm fiber hat with red color,accessories,53.04,1,1,154,101.48167532467532,1,0.3155737704918033,0.4773440593323812,1.0,1.0,accessories,0.85,True,0.45199896284744645,0.6768903923788103,0.645058962571535,Priorite moyenne
q-tableware nabeul ceramics azouz blue of sidi bou said tunisia,handcrafted ceramics,140.4,1,1,262,31.49497709923664,1,0.5368852459016393,3.4578535840735496,1.0,1.0,handcrafted ceramics,0.68,True,0.5186972272492326,0.22432320423727517,0.6442023775669614,Priorite moyenne
a-savons nesri,cosmetiques et soins,2.0,1,1,193,24.965803108808288,1,0.39549180327868855,0.9198903832104341,1.0,1.0,cosmetiques et soins,0.83,True,0.4382109793419082,0.5208630704883283,0.6441048079827266,Priorite moyenne
q-brown bathroom rug,rugs & kilim,46.8,1,1,130,236.3099076923077,1,0.26639344262295084,0.801954978278389,1.0,1.0,rugs & kilim,0.77,True,0.5672412027267326,0.5549528218265547,0.6436986904339377,Priorite moyenne
q-tunisian handmade koffa with natural color,accessories,12.48,1,1,154,101.48167532467532,1,0.3155737704918033,0.8770221240722106,1.0,1.0,accessories,0.87,True,0.45199896284744645,0.5327587710210331,0.6428523815036462,Priorite moyenne
q-square luster/lampshade with arabic calligraphy,accessories,78.0,1,1,154,101.48167532467532,1,0.3155737704918033,0.23138832718479385,1.0,1.0,accessories,0.81,True,0.45199896284744645,0.812091505111312,0.6418190182081601,Priorite moyenne
q-tunisian handmade couffin natural colors,accessories,78.0,1,1,154,101.48167532467532,1,0.3155737704918033,0.23138832718479385,1.0,1.0,accessories,0.81,True,0.45199896284744645,0.812091505111312,0.6418190182081601,Priorite moyenne
q-small table set braided natural fiber,accessories,21.84,1,1,154,101.48167532467532,1,0.3155737704918033,0.7847887245168654,1.0,1.0,accessories,0.86,True,0.45199896284744645,0.5602904065133512,0.6417289632782621,Priorite moyenne
q-tunisian handicrafts palm fiber saucer,accessories,15.6,1,1,154,101.48167532467532,1,0.3155737704918033,0.8462776575537623,1.0,1.0,accessories,0.86,True,0.45199896284744645,0.5416303424940735,0.6407959600772982,Priorite moyenne
q-pink and grey handmade carpet,accessories,62.4,1,1,154,101.48167532467532,1,0.3155737704918033,0.38511065977703596,1.0,1.0,accessories,0.82,True,0.45199896284744645,0.7219639766262228,0.6398126417839057,Priorite moyenne
q-grey and turquoise handmade carpet with yellow stripes,rugs & kilim,62.4,1,1,130,236.3099076923077,1,0.26639344262295084,0.735939972448429,1.0,1.0,rugs & kilim,0.75,True,0.5672412027267326,0.5760567852986103,0.6397538886075405,Priorite moyenne
q-handmade green pattern ceramic bowl,accessories,6.209,1,1,154,101.48167532467532,1,0.3155737704918033,0.9388165309751562,1.0,1.0,accessories,0.86,True,0.45199896284744645,0.5157785607991672,0.6395033709925529,Priorite moyenne
q-handmade dark orange blanket - tunisia fair trade,accessories,218.4,1,1,154,101.48167532467532,1,0.3155737704918033,1.152112666145385,1.0,1.0,accessories,0.87,True,0.45199896284744645,0.4646596880037346,0.6394474273527813,Priorite moyenne
q-brown and yellow sample of kesra carpet,accessories,46.8,1,1,154,101.48167532467532,1,0.3155737704918033,0.5388329923692781,1.0,1.0,accessories,0.83,True,0.45199896284744645,0.6498430986070431,0.6387065978829467,Priorite moyenne
q-square luster/lampshade with calligraphy handmade,accessories,171.6,1,1,154,101.48167532467532,1,0.3155737704918033,0.6909456683686587,1.0,1.0,accessories,0.84,True,0.45199896284744645,0.5913850567208057,0.6382836957886349,Priorite moyenne
q-olive wood smooth cutting board with handle,accessories,29.64,1,1,154,101.48167532467532,1,0.3155737704918033,0.7079275582207444,1.0,1.0,accessories,0.84,True,0.45199896284744645,0.5855049268259146,0.6379896892938903,Priorite moyenne
q-collection faiences bleu and white designed by sofiane ben amor,accessories,46.8,1,1,154,101.48167532467532,1,0.3155737704918033,0.5388329923692781,1.0,1.0,accessories,0.82,True,0.45199896284744645,0.6498430986070431,0.6362065978829468,Priorite moyenne
q-palm fiber artisanal tunisian bag with black design,accessories,171.6,1,1,154,101.48167532467532,1,0.3155737704918033,0.6909456683686587,1.0,1.0,accessories,0.83,True,0.45199896284744645,0.5913850567208057,0.6357836957886348,Priorite moyenne
q-palm fiber artisanal tunisian couffin natural color,accessories,171.6,1,1,154,101.48167532467532,1,0.3155737704918033,0.6909456683686587,1.0,1.0,accessories,0.83,True,0.45199896284744645,0.5913850567208057,0.6357836957886348,Priorite moyenne
q-linen blanket/ throw,accessories,93.6,1,1,154,101.48167532467532,1,0.3155737704918033,0.07766599459255183,1.0,1.0,accessories,0.76,True,0.45199896284744645,0.9279312932000643,0.6351110076125978,Priorite moyenne
a-argile verte,cosmetiques et soins,1.8,1,1,193,24.965803108808288,1,0.39549180327868855,0.9279013408839119,1.0,1.0,cosmetiques et soins,0.79,True,0.4382109793419082,0.5186987418876507,0.6339965915526927,Priorite moyenne
q-olive wood products diverse collection,accessories,84.24,1,1,154,101.48167532467532,1,0.3155737704918033,0.16989939414789706,1.0,1.0,accessories,0.77,True,0.45199896284744645,0.8547743549592619,0.6339531607005576,Priorite moyenne
q-handmade palm fiber trivet,accessories,18.72,1,1,154,101.48167532467532,1,0.3155737704918033,0.8155331910353139,1.0,1.0,accessories,0.83,True,0.45199896284744645,0.5508023785727358,0.6337545618812314,Priorite moyenne
q-irregulare form luster / lampshade with calligraphy,accessories,414.48,1,1,154,101.48167532467532,1,0.3155737704918033,3.08428413888172,1.0,1.0,accessories,0.89,True,0.45199896284744645,0.24484094788610877,0.6334564903469,Priorite moyenne
q-pyramidal luster / lampshade with calligraphy,accessories,414.48,1,1,154,101.48167532467532,1,0.3155737704918033,3.08428413888172,1.0,1.0,accessories,0.89,True,0.45199896284744645,0.24484094788610877,0.6334564903469,Priorite moyenne
q-cylindrical luster / lampshade with calligraphy,accessories,414.48,1,1,154,101.48167532467532,1,0.3155737704918033,3.08428413888172,1.0,1.0,accessories,0.89,True,0.45199896284744645,0.24484094788610877,0.6334564903469,Priorite moyenne
q-olive wood extra large board,accessories,187.2,1,1,154,101.48167532467532,1,0.3155737704918033,0.8446680009609007,1.0,1.0,accessories,0.83,True,0.45199896284744645,0.5421029689239977,0.6333195913987945,Priorite moyenne
q-olive wood small chess board set,accessories,99.84,1,1,154,101.48167532467532,1,0.3155737704918033,0.016177061555654897,1.0,1.0,accessories,0.74,True,0.45199896284744645,0.9840804696664874,0.632918466435919,Priorite moyenne
q-kilim abstract black grey,rugs & kilim,99.84,1,1,130,236.3099076923077,1,0.26639344262295084,0.577503958456525,1.0,1.0,rugs & kilim,0.71,True,0.5672412027267326,0.6339128308612478,0.6326466908856723,Priorite moyenne
q-colorful striped carpet sample,accessories,62.4,1,1,154,101.48167532467532,1,0.3155737704918033,0.38511065977703596,1.0,1.0,accessories,0.79,True,0.45199896284744645,0.7219639766262228,0.6323126417839057,Priorite moyenne
q-handwoven cotton fouta / fair trade fouta towels,accessories,18.72,1,1,154,101.48167532467532,1,0.3155737704918033,0.8155331910353139,1.0,1.0,accessories,0.82,True,0.45199896284744645,0.5508023785727358,0.6312545618812314,Priorite moyenne
a-red box,cosmetiques et soins,80.0,1,1,193,24.965803108808288,1,0.39549180327868855,2.2043831094458866,1.0,1.0,cosmetiques et soins,0.82,True,0.4382109793419082,0.31207254745919677,0.63116528183127,Priorite moyenne
a-pink basket,cosmetiques et soins,120.0,1,1,193,24.965803108808288,1,0.39549180327868855,3.806574644141436,1.0,1.0,cosmetiques et soins,0.84,True,0.4382109793419082,0.208048365839666,0.6309640727502934,Priorite moyenne
q-handwoven cotton and linen blanket with fringe,accessories,187.2,1,1,154,101.48167532467532,1,0.3155737704918033,0.8446680009609007,1.0,1.0,accessories,0.82,True,0.45199896284744645,0.5421029689239977,0.6308195913987945,Priorite moyenne
q-handcrafted olive wood serving board with handle,accessories,43.68,1,1,154,101.48167532467532,1,0.3155737704918033,0.5695774588877265,1.0,1.0,accessories,0.8,True,0.45199896284744645,0.6371141445345713,0.6305701501793232,Priorite moyenne
q-olive wood salad serving spork,accessories,10.92,1,1,154,101.48167532467532,1,0.3155737704918033,0.8923943573314349,1.0,1.0,accessories,0.82,True,0.45199896284744645,0.5284310831544397,0.6301359971103165,Priorite moyenne
q-fringed cotton blanket,accessories,62.4,1,1,154,101.48167532467532,1,0.3155737704918033,0.38511065977703596,1.0,1.0,accessories,0.78,True,0.45199896284744645,0.7219639766262228,0.6298126417839057,Priorite moyenne
q-pink handwoven scarf from tunisia,accessories,46.8,1,1,154,101.48167532467532,1,0.3155737704918033,0.5388329923692781,1.0,1.0,accessories,0.79,True,0.45199896284744645,0.6498430986070431,0.6287065978829467,Priorite moyenne
q-lampshade olive wood and aluminium hand decorated,accessories,414.48,1,1,154,101.48167532467532,1,0.3155737704918033,3.08428413888172,1.0,1.0,accessories,0.87,True,0.45199896284744645,0.24484094788610877,0.6284564903469,Priorite moyenne
q-small bassinet with brown hand,accessories,31.2,1,1,154,101.48167532467532,1,0.3155737704918033,0.6925553249615202,1.0,1.0,accessories,0.8,True,0.45199896284744645,0.5908226367860293,0.6282555747918961,Priorite moyenne
q-cage of sidi bou said varnished wood handmade,accessories,121.68,1,1,154,101.48167532467532,1,0.3155737704918033,0.19903420407348407,1.0,1.0,accessories,0.75,True,0.45199896284744645,0.8340045651764526,0.6279146712114172,Priorite moyenne
q-olive wood honey pot with honey dipper,accessories,28.08,1,1,154,101.48167532467532,1,0.3155737704918033,0.7232997914799686,1.0,1.0,accessories,0.8,True,0.45199896284744645,0.5802820872746701,0.6277285473163281,Priorite moyenne
q-tajine blue and white collection designed in tunisia,accessories,78.0,1,1,154,101.48167532467532,1,0.3155737704918033,0.23138832718479385,1.0,1.0,accessories,0.75,True,0.45199896284744645,0.812091505111312,0.6268190182081601,Priorite moyenne
"q-olive wood small flat spoons set of three 20 cm / 7.87""",accessories,18.72,1,1,154,101.48167532467532,1,0.3155737704918033,0.8155331910353139,1.0,1.0,accessories,0.8,True,0.45199896284744645,0.5508023785727358,0.6262545618812314,Priorite moyenne
q-set of 4 plates / slama fragment collection,accessories,156.0,1,1,154,101.48167532467532,1,0.3155737704918033,0.5372233357764166,1.0,1.0,accessories,0.78,True,0.45199896284744645,0.6505235620137934,0.6262406210532843,Priorite moyenne
q-red handmade bathroom rug,rugs & kilim,46.8,1,1,130,236.3099076923077,1,0.26639344262295084,0.801954978278389,1.0,1.0,rugs & kilim,0.7,True,0.5672412027267326,0.5549528218265547,0.6261986904339377,Priorite moyenne
q-small carpet with grey and gold design,rugs & kilim,46.8,1,1,130,236.3099076923077,1,0.26639344262295084,0.801954978278389,1.0,1.0,rugs & kilim,0.7,True,0.5672412027267326,0.5549528218265547,0.6261986904339377,Priorite moyenne
